Name,Organization,Homepage,Logo,Twitter,Crunchbase URL,Market Cap,Ticker,Funding,Member,Relation,License,Headquarters,Latest Tweet Date,Description,Crunchbase Description,Crunchbase Homepage,Crunchbase City,Crunchbase Region,Crunchbase Country,Crunchbase Twitter,Crunchbase Linkedin,Crunchbase Ticker,Crunchbase Kind,Crunchbase Min Employees,Crunchbase Max Employees,Category,Subcategory,OSS,Github Repo,Github Stars,Github Description,Github Latest Commit Date,Github Latest Commit Link,Github Release Date,Github Release Link,Github Start Commit Date,Github Start Commit Link,Github Contributors Count,Github Contributors Link,Accepted,Incubation,Graduated,Dev Stats Url,Artwork Url,Blog Url,Mailing List Url,Slack Url,Youtube Url,Chat Channel
"Midway Serverless","Alibaba Group","https://github.com/midwayjs/midway","https://landscape.cncf.io/logos/midway-serverless.svg","https://twitter.com/js_midway","https://www.crunchbase.com/organization/alibaba",244457126001,"9988.HK",8907000000,false,false,"MIT License","Hangzhou, China","","🍔 A Node.js Serverless Framework for front-end/full-stack developers. Build the application for next decade. Works on AWS, Alibaba Cloud, Tencent Cloud and traditional VM/Container. Super easy integrate with React and Vue. 🌈","Alibaba Group enables businesses to transform the way they market, sell, operate, and improve their efficiencies.","http://alibabagroup.com","Hangzhou","Zhejiang","China","https://twitter.com/alibabagroup","https://www.linkedin.com/company/alibaba-group","9988.HK","market_cap",10001,1000000,"Serverless","Framework",true,"https://github.com/midwayjs/midway",6271,"🍔 A Node.js Serverless Framework for front-end/full-stack developers. Build the application for next decade. Works on AWS, Alibaba Cloud, Tencent Cloud and traditional VM/Container. Super easy integrate with React and Vue. 🌈","","https://github.com/midwayjs/midway/commit/18fd9c0d0540f6162d1bbcf1c7a19825043089f4","2022-11-28 14:54:18","https://github.com/midwayjs/midway/releases","2019-12-09 15:44:30","https://github.com/midwayjs/midway/commit/fb06128304d1a6ab555dff71da964fdbe4a353b6",131,"https://github.com/midwayjs/midway/graphs/contributors",,,,,,,,,,
"Nitric","Nitric","https://nitric.io/","https://landscape.cncf.io/logos/nitric.svg","https://twitter.com/nitric_io","https://www.crunchbase.com/organization/nitric",,,,false,false,"Apache License 2.0","Boulder, Colorado","2022-12-07 00:48:12","Nitric is a framework for cloud-native apps and infrastructure from code. It takes care of infrastructure and config without limiting your language or cloud, so you can spend your time writing application code.","Making cloud-native & serverless dev fun and productive. Quickly build, test and deploy on AWS, Microsoft Azure or Google Cloud.","https://nitric.io","Boulder","Colorado","United States","https://twitter.com/nitric_io","https://www.linkedin.com/company/nitrictech",,,1,10,"Serverless","Framework",true,"https://github.com/nitrictech/nitric",458,"Nitric is a framework for cloud-native apps and infrastructure from code. It takes care of infrastructure and config without limiting your language or cloud, so you can spend your time writing application code.","","https://github.com/nitrictech/nitric/commit/a7f326b40866476ceaa5b51db397554f2c1ee87b","2022-12-03 23:20:19","https://github.com/nitrictech/nitric/releases","2020-12-01 21:51:00","https://github.com/nitrictech/nitric/commit/7dc3a615246dcb36b8bcb563bd809d472b012864",8,"https://github.com/nitrictech/nitric/graphs/contributors",,,,,,,,,,
"Serverless","Serverless","https://serverless.com/","https://landscape.cncf.io/logos/serverless.svg","https://twitter.com/goserverless","https://www.crunchbase.com/organization/serverless",,,13000000,"Silver","member","MIT License","San Francisco, California","2022-11-30 18:11:31","⚡ Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ","Serverless provides development framework for building serverless architectures.","https://serverless.com/","San Francisco","California","United States","https://twitter.com/goserverless","https://www.linkedin.com/company/serverless/",,"funding",11,50,"Serverless","Framework",true,"https://github.com/serverless/serverless",43856,"⚡ Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ","","https://github.com/serverless/serverless/commit/c79737efe49a1484bee4c3e64d512d824a70824e","2022-11-28 18:01:17","https://github.com/serverless/serverless/releases","2015-04-21 03:49:10","https://github.com/serverless/serverless/commit/b297fcb835428108bd1b4e75cb519c0fabff39fa",1161,"https://github.com/serverless/serverless/graphs/contributors",,,,,,,,,,
"Sparta","Sparta","https://gosparta.io/","https://landscape.cncf.io/logos/sparta.svg","https://twitter.com/mweagle","https://www.crunchbase.com/organization/sparta-7ffe",,,,false,false,"MIT License","Seattle, Washington","2022-10-17 05:29:10","go microservices, powered by AWS Lambda","Serverless- Frameworks","http://gosparta.io/","Seattle","Washington","United States",,,,,,,"Serverless","Framework",true,"https://github.com/mweagle/Sparta",713,"go microservices, powered by AWS Lambda","","https://github.com/mweagle/Sparta/commit/bcda2dc60a55202d0320c4d4a69ed0027c493bc7","2021-01-23 05:19:48","https://github.com/mweagle/Sparta/releases","2015-10-18 13:54:42","https://github.com/mweagle/Sparta/commit/8dfeba9d190219585cd037ff3b20f2f05f075bb1",16,"https://github.com/mweagle/Sparta/graphs/contributors",,,,,,,,,,
"Spring Cloud Function","VMware","https://spring.io/projects/spring-cloud-function","https://landscape.cncf.io/logos/spring-cloud-function.svg","https://twitter.com/VMware","https://www.crunchbase.com/organization/vmware",50464153600,"VMW",393500000,"Platinum","member","Apache License 2.0","Palo Alto, California","2022-12-07 00:35:51","VMware is a provider of multi-cloud services for all apps, enabling digital innovation with enterprise control.","VMware is a provider of multi-cloud services for all apps, enabling digital innovation with enterprise control.","https://www.vmware.com","Palo Alto","California","United States","http://twitter.com/VMware","https://www.linkedin.com/company/vmware","VMW","market_cap",10001,1000000,"Serverless","Framework",true,"https://github.com/spring-cloud/spring-cloud-function",921,,"","https://github.com/spring-cloud/spring-cloud-function/commit/c32ccd81a18990d2e6259b919bdd434d52df0d49","",,"2016-09-22 02:33:06","https://github.com/spring-cloud/spring-cloud-function/commit/bdd39b74ffbdfeec281261bb5a79330eda0ccc6c",88,"https://github.com/spring-cloud/spring-cloud-function/graphs/contributors",,,,,,,,,,
"SST","Serverless Stack","https://sst.dev/","https://landscape.cncf.io/logos/sst.svg","https://twitter.com/SST_dev","https://www.crunchbase.com/organization/sst-c030",,,1000000,false,false,"MIT License","San Francisco, California","2022-12-07 03:51:13","💥 SST makes it easy to build full-stack serverless apps.","Serverless Stack is the easiest way to use serverless","https://serverless-stack.com/","San Francisco","California","United States","https://twitter.com/ServerlessStack","https://www.linkedin.com/company/serverless-stack",,"funding",,,"Serverless","Framework",true,"https://github.com/serverless-stack/sst",10001,"💥 SST makes it easy to build full-stack serverless apps.","","https://github.com/serverless-stack/sst/commit/9854bbf09e82bb05dae24b76162c08a44540f67e","2022-11-24 21:10:34","https://github.com/serverless-stack/sst/releases","2020-08-04 20:28:15","https://github.com/serverless-stack/sst/commit/4804d677c981c82df821f9832589b696431a0982",109,"https://github.com/serverless-stack/sst/graphs/contributors",,,,,,,,,,
"Stateful Functions","Ververica","https://statefun.io","https://landscape.cncf.io/logos/stateful-functions.svg","https://twitter.com/statefun_io","https://www.crunchbase.com/organization/data-artisans",,,7586147,false,false,"Apache License 2.0","Berlin, Germany","2022-02-16 10:09:22","Apache Flink Stateful Functions","Ververica provides Ververica Platform, with open source apache flink and application manager, to the enterprise.","https://www.ververica.com/","Berlin","Berlin","Germany","https://twitter.com/VervericaData","https://www.linkedin.com/company/ververica/",,"funding",11,50,"Serverless","Framework",true,"https://github.com/apache/flink-statefun",416,"Apache Flink Stateful Functions","","https://github.com/apache/flink-statefun/commit/46cbfd546ef2600efb3ceda77827d3989d952767","",,"2019-12-03 13:27:26","https://github.com/apache/flink-statefun/commit/00019786dd257ab091744bed9f6c5f988b5e8df2",46,"https://github.com/apache/flink-statefun/graphs/contributors",,,,,,,,,,
"Webiny","Webiny","https://www.webiny.com","https://landscape.cncf.io/logos/webiny.svg","https://twitter.com/webinyplatform","https://www.crunchbase.com/organization/webiny",,,3847000,false,false,"Other","London, United Kingdom","","Open-source serverless enterprise CMS. Includes a headless CMS, page builder, form builder, and file manager. Easy to customize and expand. Deploys to AWS.","Easiest way to adopt serverless.","https://www.webiny.com","London","England","United Kingdom","http://twitter.com/webinyplatform","https://www.linkedin.com/company/webiny/about/",,"funding",1,10,"Serverless","Framework",true,"https://github.com/webiny/webiny-js",6237,"Open-source serverless enterprise CMS. Includes a headless CMS, page builder, form builder, and file manager. Easy to customize and expand. Deploys to AWS.","","https://github.com/webiny/webiny-js/commit/69aaa295321edad30a3736d2a4cc9d8aa68fdc82","2022-11-28 15:16:41","https://github.com/webiny/webiny-js/releases","2018-01-09 13:35:07","https://github.com/webiny/webiny-js/commit/301f31265fd06f8c94e31b4427cc32f1063da3bb",71,"https://github.com/webiny/webiny-js/graphs/contributors",,,,,,,,,,
"Azure Functions","Microsoft","https://azure.microsoft.com/en-us/services/functions/","https://landscape.cncf.io/logos/azure-functions.svg","https://twitter.com/Azure","https://www.crunchbase.com/organization/microsoft",1827239624704,"MSFT",1000000,"Platinum","member","MIT License","Redmond, Washington","2022-12-06 23:22:02","Develop more efficiently with Functions, an event-driven serverless compute platform that can also solve complex orchestration problems. Build and debug locally without additional setup, deploy and operate at scale in the cloud, and integrate services using triggers and bindings.","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","http://www.microsoft.com","Redmond","Washington","United States","http://twitter.com/Microsoft","https://www.linkedin.com/company/microsoft","MSFT","market_cap",10001,1000000,"Serverless","Hosted Platform",true,"https://github.com/Azure/azure-functions-host",1777,"The host/runtime that powers Azure Functions","","https://github.com/Azure/azure-functions-host/commit/bfca52eb12dbb75ce3d4c095c1c0d7ea3cdaa3a6","2022-11-22 17:06:17","https://github.com/Azure/azure-functions-host/releases","2015-09-15 21:48:19","https://github.com/Azure/azure-functions-host/commit/546772388d7d9f59f1284cc08c753aad46defe9e",117,"https://github.com/Azure/azure-functions-host/graphs/contributors",,,,,,,,,,
"Apache Camel K","The Apache Software Foundation","https://camel.apache.org","https://landscape.cncf.io/logos/apache-camel-k.svg","https://twitter.com/apachecamel","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache License 2.0","Forest Hill, Maryland","2022-12-05 09:32:30","Apache Camel K is a lightweight integration platform, born on Kubernetes, with serverless superpowers","Apache Software Foundation provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","https://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"Serverless","Installable Platform",true,"https://github.com/apache/camel-k",738,"Apache Camel K is a lightweight integration platform, born on Kubernetes, with serverless superpowers","","https://github.com/apache/camel-k/commit/a1ed5b02d4b20d64e22c92dd8057c26ae584a5f5","2022-11-15 02:02:56","https://github.com/apache/camel-k/releases","2018-08-31 08:46:30","https://github.com/apache/camel-k/commit/55fca8ee59ca67450bd114065872b0849917f132",109,"https://github.com/apache/camel-k/graphs/contributors",,,,,,,,,,
"Apache OpenWhisk","The Apache Software Foundation","https://openwhisk.apache.org/","https://landscape.cncf.io/logos/apache-open-whisk.svg","https://twitter.com/openwhisk","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache License 2.0","Forest Hill, Maryland","","Apache OpenWhisk is an open source serverless cloud platform","Apache Software Foundation provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","https://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"Serverless","Installable Platform",true,"https://github.com/apache/openwhisk",5865,"Apache OpenWhisk is an open source serverless cloud platform","","https://github.com/apache/openwhisk/commit/85788875d597f4225909479cefbdf403c0d19ff2","2020-11-10 01:22:12","https://github.com/apache/openwhisk/releases","2016-02-19 22:47:33","https://github.com/apache/openwhisk/commit/daeb509bbddd94b7df8ff48f4b96cf821c34dc72",227,"https://github.com/apache/openwhisk/graphs/contributors",,,,,,,,,,
"AppScale","AppScale Systems","https://www.appscale.com/","https://landscape.cncf.io/logos/app-scale.svg","https://twitter.com/appscalecloud","https://www.crunchbase.com/organization/appscale-inc",,,2524575,false,false,"Apache License 2.0","Santa Barbara, California","","AppScale is an easy-to-manage serverless platform for building and running scalable web and mobile applications on any infrastructure.","AppScale is hybrid cloud infrastructure software that emulates the core AWS APIs.","http://appscale.com","Santa Barbara","California","United States","http://twitter.com/appscalecloud","https://www.linkedin.com/company/appscale-systems",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/AppScale/gts",2421,"AppScale is an easy-to-manage serverless platform for building and running scalable web and mobile applications on any infrastructure.","","https://github.com/AppScale/gts/commit/46f909cf5dc5ba81faf9d81dc9af598dcf8a82a9","2019-10-22 17:41:10","https://github.com/AppScale/gts/releases","2011-04-15 23:31:08","https://github.com/AppScale/appscale/commit/7fc28b3f433418068ee93902808bee24cad51ece",69,"https://github.com/AppScale/gts/graphs/contributors",,,,,,,,,,
"Fission","InfraCloud","https://fission.io/","https://landscape.cncf.io/logos/fission.svg","https://twitter.com/fissionio","https://www.crunchbase.com/organization/infracloud-technologies",,,,"Silver","member","Apache License 2.0","Newark, Delaware","2022-12-07 04:59:00","Fast and Simple Serverless Functions for Kubernetes","We unleash growth by helping companies adopt cloud native technologies with our products and services!","https://www.infracloud.io/","Newark","Delaware","United States","https://twitter.com/infracloudio","https://www.linkedin.com/company/infracloudio",,,101,250,"Serverless","Installable Platform",true,"https://github.com/fission/fission",7380,"Fast and Simple Serverless Functions for Kubernetes","","https://github.com/fission/fission/commit/9ccd2a4128d303681e0cb789aa6524e9af3c35be","2022-11-21 09:06:43","https://github.com/fission/fission/releases","2016-08-19 04:35:42","https://github.com/fission/fission/commit/90c14cfa0808aa1d63ea55ad87bee0f651f45091",150,"https://github.com/fission/fission/graphs/contributors",,,,,,,,,,
"Keda","Cloud Native Computing Foundation (CNCF)","https://keda.sh/","https://landscape.cncf.io/logos/keda.svg","https://twitter.com/kedaorg","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-10-27 06:38:58"," KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes ","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/kedacore/keda",5743," KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes ","","https://github.com/kedacore/keda/commit/9dde38670fbef2dcad50f516f8d8bf9cafcf8f68","2022-09-01 11:33:48","https://github.com/kedacore/keda/releases","2019-02-13 00:12:34","https://github.com/kedacore/keda/commit/169efdc3236c42f079e9db780b628956f2afb459",238,"https://github.com/kedacore/keda/graphs/contributors","2020-03-12",,,"https://keda.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#keda-logos","https://keda.sh/blog",,"https://kubernetes.slack.com/archives/CKZJ36A5D","https://www.youtube.com/playlist?list=PLvjRi5R9GQfASIcL4MLTfg2ZOoBdIi5Kq",
"Knative","Cloud Native Computing Foundation (CNCF)","https://knative.dev","https://landscape.cncf.io/logos/knative.svg","https://twitter.com/KnativeProject","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-12-03 01:44:33","Knative is a developer-focused serverless application layer which is a great complement to the existing Kubernetes application constructs. Knative consists of two components: an HTTP-triggered autoscaling container runtime called “Knative Serving”, and a CloudEvents-over-HTTP asynchronous routing layer called “Knative Eventing”.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/knative/serving",4797,"Kubernetes-based, scale-to-zero, request-driven compute","","https://github.com/knative/serving/commit/ceb505db2b038e7ea83878dd0b4eaf4a4a7c5895","2022-12-06 11:35:10","https://github.com/knative/serving/releases","2018-01-30 17:45:35","https://github.com/knative/serving/commit/7f5da0b7438f562ea4a45c7021a674e2f90a5ddf",265,"https://github.com/knative/serving/graphs/contributors","2022-03-02",,,"https://knative.teststats.cncf.io/","https://github.com/knative/docs/tree/main/docs/images/logo",,"https://groups.google.com/d/forum/knative-users","https://slack.knative.dev","https://www.youtube.com/c/KnativeProject",
"Knix","Nokia","https://knix.io/","https://landscape.cncf.io/logos/knix.svg","https://twitter.com/BellLabs","https://www.crunchbase.com/organization/nokia",28111685632,"NOK",868070947,"Silver","member","Apache License 2.0","Espoo, Finland","2022-12-06 15:49:43","Serverless computing platform with process-based lightweight function execution and container-based application isolation. Works in Knative and bare metal/VM environments.","Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices and network infrastructure.","http://www.nokia.com","Espoo","Southern Finland","Finland","http://twitter.com/nokia","https://www.linkedin.com/company/nokia",,"market_cap",10001,1000000,"Serverless","Installable Platform",true,"https://github.com/knix-microfunctions/knix",175,"Serverless computing platform with process-based lightweight function execution and container-based application isolation. Works in Knative and bare metal/VM environments.","","https://github.com/knix-microfunctions/knix/commit/de7d42675684484a675eda58ff0a242d90bcc5db","2021-12-11 11:09:29","https://github.com/knix-microfunctions/knix/releases","2020-01-09 14:37:41","https://github.com/knix-microfunctions/knix/commit/417db83832a9845fbeb905373b6a549e463c4080",15,"https://github.com/knix-microfunctions/knix/graphs/contributors",,,,,,,,,,
"Krustlet","Cloud Native Computing Foundation (CNCF)","https://krustlet.dev","https://landscape.cncf.io/logos/krustlet.svg","https://twitter.com/krustlet","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-18 13:06:21","Kubernetes Rust Kubelet","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/krustlet/krustlet",3210,"Kubernetes Rust Kubelet","","https://github.com/krustlet/krustlet/commit/29e8a30cbb7fd99e27de061b81e297f308797653","2021-07-27 17:06:02","https://github.com/krustlet/krustlet/releases","2019-11-27 01:08:46","https://github.com/krustlet/krustlet/commit/fbd970e76c01fb6f79a44d498ab23e1ae1fc72ad",49,"https://github.com/krustlet/krustlet/graphs/contributors","2021-07-13",,,,,,,,,
"Kubeless","Kubeless","https://github.com/vmware-archive/kubeless-website","https://landscape.cncf.io/logos/kubeless.svg","https://twitter.com/kubeless_sh","https://www.crunchbase.com/organization/kubeless",,,,false,false,"Apache License 2.0","San Francisco, California","","Kubernetes Native Serverless Framework","Serverless/Event-based",,"San Francisco","California","United States",,,,,,,"Serverless","Installable Platform",true,"https://github.com/vmware-archive/kubeless",6860,"Kubernetes Native Serverless Framework","","https://github.com/vmware-archive/kubeless/commit/af81a12a4b55b2d71fb7a300d5cdf42203e17d67","2021-01-19 08:47:24","https://github.com/vmware-archive/kubeless/releases","2016-11-16 13:08:06","https://github.com/kubeless/kubeless/commit/31a5f5a6528426b7a296ebcf44bd3b642d24d8cd",117,"https://github.com/vmware-archive/kubeless/graphs/contributors",,,,,,,,,,
"Nuclio","Iguazio","https://nuclio.io/","https://landscape.cncf.io/logos/nuclio.svg","https://twitter.com/nuclioio","https://www.crunchbase.com/organization/iguaz-io",,,72000000,"Silver","member","Apache License 2.0","Herzliya, Israel","","High-Performance Serverless event and data processing platform","Iguazio is a data science platform that enables them to develop, deploy, and manage AI applications at scale and in real-time.","http://www.iguazio.com","Herzliya","Tel Aviv","Israel","https://twitter.com/iguazio","https://www.linkedin.com/company/iguazio",,"funding",51,100,"Serverless","Installable Platform",true,"https://github.com/nuclio/nuclio",4667,"High-Performance Serverless event and data processing platform","","https://github.com/nuclio/nuclio/commit/c29fa8858b1e7a2f68d59d80a618541dbecfc3bf","2022-11-16 13:13:00","https://github.com/nuclio/nuclio/releases","2017-06-04 20:03:53","https://github.com/nuclio/nuclio/commit/d2f43903dd5e249f768baa220871893fdb391b94",77,"https://github.com/nuclio/nuclio/graphs/contributors",,,,,,,,,,
"OpenFaaS","OpenFaaS","https://www.openfaas.com","https://landscape.cncf.io/logos/open-faa-s.svg","https://twitter.com/openfaas","https://www.crunchbase.com/organization/openfaas",,,,false,false,"MIT License","Peterborough, United Kingdom","2022-12-06 18:36:03","OpenFaaS - Serverless Functions Made Simple","OpenFaaS provides a platform for building serverless functions with containers, anywhere (in cloud, on Edge or IoT devices, on-prem DCs)","https://www.openfaas.com","Peterborough","Peterborough","United Kingdom","https://twitter.com/openfaas","https://www.linkedin.com/company/11372926/",,,1,10,"Serverless","Installable Platform",true,"https://github.com/openfaas/faas",22421,"OpenFaaS - Serverless Functions Made Simple","","https://github.com/openfaas/faas/commit/9d0436e511a7c0d21409c4afaf9e61ad94c0d1e1","2022-10-24 17:24:51","https://github.com/openfaas/faas/releases","2016-12-22 12:51:40","https://github.com/openfaas/faas/commit/d94cfeb660705028b6c101412a03519a8164712d",180,"https://github.com/openfaas/faas/graphs/contributors",,,,,,,,,,
"OpenFunction","Cloud Native Computing Foundation (CNCF)","https://openfunction.dev","https://landscape.cncf.io/logos/open-function.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-12-07 04:03:52","Cloud Native Function-as-a-Service Platform (CNCF Sandbox Project)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/OpenFunction/OpenFunction",933,"Cloud Native Function-as-a-Service Platform (CNCF Sandbox Project)","","https://github.com/OpenFunction/OpenFunction/commit/1cbf704751176f155430ec3785b682e04eacfa19","2022-12-01 02:41:20","https://github.com/OpenFunction/OpenFunction/releases","2020-12-05 08:02:46","https://github.com/OpenFunction/OpenFunction/commit/dfaf129fe89c59b82a48bd14a5ad7467a06e072e",25,"https://github.com/OpenFunction/OpenFunction/graphs/contributors","2022-04-26",,,,,,,"https://slack.cncf.io/",,"#openfunction"
"PipelineAI","PipelineAI","https://www.datascienceonaws.com","https://landscape.cncf.io/logos/pipeline-ai.svg","https://twitter.com/PipelineAI","https://www.crunchbase.com/organization/pipelineio",,,1200000,false,false,"Apache License 2.0","San Francisco, California","","PipelineAI Kubeflow Distribution","Real-Time Enterprise AI Platform","https://www.datascienceonaws.com","San Francisco","California","United States","https://twitter.com/PipelineAI","https://www.linkedin.com/company/6609122",,"funding",1,10,"Serverless","Installable Platform",true,"https://github.com/pipelineai/pipeline",4142,"PipelineAI Kubeflow Distribution","","https://github.com/PipelineAI/pipeline/commit/0f26e3eaad727c1d10950f592fe1949ece8153aa","",,"2015-07-08 03:49:23","https://github.com/PipelineAI/pipeline/commit/b185e0cb271a3d0f7d263b2f8e4cc9ec9aa14839",6,"https://github.com/pipelineai/pipeline/graphs/contributors",,,,,,,,,,
"Riff","VMware","https://projectriff.io/","https://landscape.cncf.io/logos/riff.svg","https://twitter.com/projectriff","https://www.crunchbase.com/organization/vmware",50464153600,"VMW",393500000,"Platinum","member","Apache License 2.0","Palo Alto, California","","riff is for functions","VMware is a provider of multi-cloud services for all apps, enabling digital innovation with enterprise control.","https://www.vmware.com","Palo Alto","California","United States","http://twitter.com/VMware","https://www.linkedin.com/company/vmware","VMW","market_cap",10001,1000000,"Serverless","Installable Platform",true,"https://github.com/projectriff/riff",802,"riff is for functions","","https://github.com/projectriff/riff/commit/b565ed833376064ec1d971365ce641600840d8b9","2019-08-21 17:02:46","https://github.com/projectriff/riff/releases","2017-07-28 20:43:42","https://github.com/projectriff/riff/commit/f2adda1af761705f5ebf1346af5a8ea20868484e",26,"https://github.com/projectriff/riff/graphs/contributors",,,,,,,,,,
"Virtual Kubelet","Cloud Native Computing Foundation (CNCF)","https://virtual-kubelet.io/","https://landscape.cncf.io/logos/virtual-kubelet.svg","https://twitter.com/virtualkubelet","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","","Virtual Kubelet is an open source Kubernetes kubelet implementation.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Serverless","Installable Platform",true,"https://github.com/virtual-kubelet/virtual-kubelet",3650,"Virtual Kubelet is an open source Kubernetes kubelet implementation.","","https://github.com/virtual-kubelet/virtual-kubelet/commit/704b01eac6bdf0472b9c93173e4cb64bd6e53e94","2022-11-09 17:06:03","https://github.com/virtual-kubelet/virtual-kubelet/releases","2017-12-04 19:32:57","https://github.com/virtual-kubelet/virtual-kubelet/commit/0075e5b0f34103299167faf4c1e361b205f8fec5",116,"https://github.com/virtual-kubelet/virtual-kubelet/graphs/contributors","2018-12-04",,,"https://virtualkubelet.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#virtual-kubelet-logos",,,,,
"Beats","Elastic","https://www.elastic.co/beats","https://landscape.cncf.io/logos/beats.svg","https://twitter.com/elastic","https://www.crunchbase.com/organization/elasticsearch",4954649600,"ESTC",161999996,"Silver","member","Other","Mountain View, California","2022-12-06 21:18:00","🐠 Beats - Lightweight shippers for Elasticsearch & Logstash ","Elastic builds software to make data usable in real time and at scale for search, logging, security, and analytics use cases.","https://www.elastic.co","Mountain View","California","United States","https://twitter.com/elastic","https://www.linkedin.com/company/elastic-co/","ESTC","market_cap",1001,5000,"Observability and Analysis","Monitoring",true,"https://github.com/elastic/beats",11409,":tropical_fish: Beats - Lightweight shippers for Elasticsearch & Logstash ","","https://github.com/elastic/beats/commit/a56607038d979b450d27b8a81c4e8c83a72c22f0","2022-11-22 18:17:02","https://github.com/elastic/beats/releases","2014-02-05 19:01:02","https://github.com/elastic/beats/commit/5b740f90b329476cae70d2103d07239eb0b7f70f",728,"https://github.com/elastic/beats/graphs/contributors",,,,,,,,,,
"Botkube","Kubeshop","https://www.botkube.io","https://landscape.cncf.io/logos/botkube.svg","https://twitter.com/Botkube_io","https://www.crunchbase.com/organization/kubeshop",,,,"Silver","member","MIT License","Wilmington, Delaware","2022-12-01 16:03:00","An app that helps you monitor your Kubernetes cluster, debug critical deployments & gives recommendations for standard practices","At Kubeshop, our mission is to build a thriving open-source ecosystem and pipeline of next generation Kubernetes products and projects.","https://kubeshop.io/","Wilmington","Delaware","United States","https://twitter.com/thekubeshop","https://www.linkedin.com/company/kubeshop/",,,11,50,"Observability and Analysis","Monitoring",true,"https://github.com/kubeshop/botkube",1543,"An app that helps you monitor your Kubernetes cluster, debug critical deployments & gives recommendations for standard practices","","https://github.com/kubeshop/botkube/commit/22da62e1a67a85e0fb2e4af9a6e9106871179d14","2022-11-28 09:08:04","https://github.com/kubeshop/botkube/releases","2018-12-13 11:18:19","https://github.com/kubeshop/botkube/commit/f1643879de4372c104df9bedd0babbe0a9486d1a",82,"https://github.com/kubeshop/botkube/graphs/contributors",,,,,,,,,,
